Gw,YR,MN,TYP,CITY,CSIZk,CCLASS,REGION,REGIAB,COMPANY,GROUP,EC,ACTNAME,NSZZ,RZM,SN0,SN1,A1,A2,PPL,R1,R2,SITE,DR,CLAIMNAME,C1,C2,DI,TR,RS,VAN,VIO,INT,SOL
1,4,10,2,Augustów,31,0,10,PD,Augustów hospital,0,17,PIP,0,0,1,1,2,0,0,2,0,1,0,0,11,0,1,2,0,0,0,0,0
2,4,10,1,Białystok,297,3,10,PD,PKP PR,0,8,S,1,0,1,1,2,0,100,3,0,3,0,0,15,0,1,2,2,0,0,0,0
2,4,10,1,Chorzów,110,0,12,SL,Ruch Chorzów,0,18,0,0,0,1,1,4,0,22,2,0,1,4,0,1,0,1,3,3,0,0,0,0
2,4,10,1,Gdańsk,464,3,11,PM,Gdańsk shipyard,0,3,S,1,0,1,1,2,0,80,3,0,4,0,jail the manager,4,0,1,4,0,0,0,0,0
1,4,10,1,Gliwice,182,0,12,SL,Leader Price,0,7,0,0,0,99,0,4,0,4,7,0,9,99,0,1,0,1,3,3,0,0,0,0
1,4,10,1,Gliwice,182,0,12,SL,Opel,0,3,S,1,0,1,1,2,0,0,8,0,1,0,0,10,0,2,3,0,0,0,0,1
4,4,10,1,Inowrocław,74,0,2,KP,Noteć Inowrocław,0,18,0,0,0,1,1,4,0,6,2,0,1,0,0,11,0,1,3,3,0,0,0,0
1,4,10,1,Katowice,298,3,12,SL,0,0,17,0,0,0,1,1,4,0,15,8,0,5,0,0,8,0,2,5,0,0,0,0,0
2,4,10,1,Kielce,198,3,13,SK,PKP PR,0,8,0,0,0,1,1,2,0,300,3,0,3,0,0,15,0,1,2,2,0,0,0,0
1,4,10,1,Kielce,198,3,13,SK,Prema,0,3,S,1,0,1,1,2,0,80,3,0,2,0,0,8,0,2,1,0,0,0,0,0
1,4,10,2,Kielce,198,3,13,SK,MPK Kielce,0,8,S,1,0,0,1,2,0,0,2,0,1,0,0,8,0,2,2,0,0,0,0,0
1,4,10,1,Lublin,340,3,3,LL,0,healthcare,17,0,0,0,1,1,4,0,0,8,0,5,0,0,8,0,2,5,0,0,0,0,0
1,4,10,1,Siemianowice Śląskie,68,0,12,SL,elementary school no 7,0,16,0,0,0,1,1,4,6,80,3,0,3,0,0,12,0,2,2,3,0,0,0,0
1,4,10,2,Tczew,60,0,11,PM,Flextronics,0,3,S,1,0,1,1,2,0,0,2,0,1,0,0,1,0,1,3,3,0,0,0,0
2,4,10,1,Warszawa,1754,3,7,MZ,PLL LOT,0,8,0,0,0,1,1,2,0,0,8,0,1,0,0,10,0,2,5,2,0,0,0,0
2,4,10,1,Wrocław,638,3,1,DS,Dolnośląski Urząd Skarbowy,0,15,0,0,0,99,0,1,4,15,7,0,9,99,0,1,0,2,3,3,0,0,0,0
1,4,10,1,Wrocław,638,3,1,DS,99,99,99,OPZZ,0,0,1,1,1,0,15,3,0,3,99,minimal wage,1,0,1,2,0,0,0,0,0
1,4,11,1,Białystok,297,3,10,PD,Białystok prison,0,15,0,0,0,2,2,2,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
1,4,11,1,Częstochowa,227,0,12,SL,Częstochowa prison,0,15,0,0,0,3,3,2,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
1,4,11,1,Gdańsk,464,3,11,PM,UPC TK,0,10,S,1,0,1,1,2,0,15,3,0,1,0,0,6,10,2,3,0,0,0,0,0
2,4,11,1,Konin,76,0,15,WL,Zespół Elektrowni PAK,0,4,S80 / Samoobrona,0,0,1,1,2,8,0,4,0,6,1,0,15,0,1,1,0,0,0,0,0
1,4,11,1,Kraków,765,3,6,MP,UPC TK,0,10,S,1,0,1,1,2,0,15,3,0,1,0,0,6,10,2,3,0,0,0,0,0
2,4,11,1,Kutno,46,0,5,LO,Kutno hospital,0,17,0,0,0,1,1,4,0,20,4,0,1,5,0,1,11,1,3,3,0,0,0,0
1,4,11,1,LL,0,99,3,LL,0,prisons,15,0,0,0,1,1,2,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
2,4,11,1,Lublin,340,3,3,LL,UPC TK,0,10,S,1,0,1,1,2,0,50,3,0,1,0,0,6,10,2,3,0,0,0,0,0
5,4,11,2,Lublin,340,3,3,LL,Bogdanka mine,0,2,S,1,0,1,1,2,0,,2,0,1,0,do not merge with other companies,2,0,2,3,0,0,0,0,0
1,4,11,1,Łódź,697,3,5,LO,0,0,16,ZNP / SLD,0,0,1,1,2,8,2000,3,0,3,0,0,1,5,1,2,3,0,0,0,0
6,4,11,1,PL,0,99,97,PL,0,prisons,15,0,0,0,0,1,2,0,0,1,0,1,5,0,1,0,1,1,0,0,0,0,0
1,4,11,1,PL,0,99,97,PL,0,healthcare,17,0,0,0,0,1,3,0,0,8,0,1,0,against medicine’s doctor state exam,99,0,2,1,0,0,0,0,0
4,4,11,1,PL,0,99,97,PL,UPC TK,0,10,S,1,0,8,8,2,0,,3,7,1,0,0,6,10,2,3,3,0,0,0,0
1,4,11,1,Poznań,542,3,15,WL,Poznańska Szkoła Chóralna,0,16,0,0,0,1,1,4,0,20,4,0,1,4,0,4,0,1,2,3,0,0,0,0
1,4,11,2,Przemyśl,62,0,9,PK,PKP,0,8,S,1,0,1,1,2,0,0,4,0,6,0,0,3,0,2,3,3,0,0,0,0
1,4,11,2,SK,0,99,13,SK,PKP PR,0,8,0,0,0,1,1,2,0,0,2,0,1,0,0,3,10,2,3,0,0,0,0,0
1,4,11,1,Szczecin,405,3,16,ZP,UPC TK,0,10,S,1,0,1,1,2,0,30,3,0,1,0,0,6,10,2,3,0,0,0,0,0
1,4,11,1,Wrocław,638,3,1,DS,UPC TK,0,10,S,1,0,1,1,2,0,15,3,0,1,0,0,6,10,2,3,0,0,0,0,0
1,4,12,1,Białystok,297,3,10,PD,PKP,0,8,S,1,0,1,1,2,0,40,3,0,3,0,0,2,15,1,2,2,0,0,0,0
1,4,12,1,Bydgoszcz,355,3,2,KP,Biedronka,0,7,0,0,0,99,0,4,0,7,7,0,9,0,0,11,14,1,3,3,0,0,0,0
2,4,12,1,Bytom,170,0,12,SL,Bytom III mine,0,2,0,0,0,1,1,4,0,110,4,0,1,5,0,1,0,1,3,3,0,0,0,0
1,4,12,1,Dąbrowa Górnicza,124,0,12,SL,Dąbrowa Górnicza hospital,0,17,S,1,0,1,1,2,0,0,1,0,0,0,0,1,0,2,3,2,0,0,0,0
3,4,12,1,Dzierżoniów,34,0,1,DS,Bielbaw,0,3,0,0,0,1,1,4,6,0,3,0,4,0,support for managers arrested for mobbing,99,0,2,4,3,0,0,0,0
3,4,12,2,Gdańsk,464,3,11,PM,GPEC,0,4,S,1,0,1,1,2,0,0,2,0,1,0,0,3,0,2,3,3,0,0,0,0
1,4,12,1,Głogów,68,0,1,DS,KGHM,0,2,S,1,0,1,1,2,0,0,4,0,5,0,0,1,0,1,1,2,0,0,0,0
1,4,12,1,Katowice,298,3,12,SL,Budryk mine,0,2,S,1,0,1,1,2,0,3,6,0,1,0,0,1,6,1,3,2,0,0,0,0
1,4,12,1,Końskie,20,0,13,SK,Kowent,0,3,S,1,0,0,1,2,0,0,2,0,1,0,0,11,0,1,3,3,0,0,0,0
1,4,12,1,Kraków,765,3,6,MP,99,99,99,S,1,0,1,1,1,8,200,3,0,5,0,commemorating victims of martial law,99,0,1,5,0,0,0,0,0
1,4,12,1,Lublin,340,3,3,LL,Zakłady Azotowe Puławy,0,3,S,1,0,1,1,2,0,0,3,0,1,0,0,5,4,1,3,2,0,0,0,0
1,4,12,1,Oborniki,18,0,15,WL,Top Sofa,0,3,S,1,0,1,1,2,0,0,3,0,1,0,0,6,10,2,3,2,0,0,0,0
1,4,12,2,Olsztyn,173,3,14,WM,0,0,16,S,1,0,0,0,2,0,0,1,0,0,0,0,1,10,2,2,0,0,0,0,0
1,4,12,1,Opole,128,3,8,OP,Opole prison,0,15,0,0,0,1,1,2,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
14,4,12,1,PL,0,99,97,PL,PKP,0,8,S,1,0,5,5,2,0,,2,0,6,0,more money for the company,2,15,1,1,0,0,0,0,0
1,4,12,1,Płock,121,0,7,MZ,Płock prison,0,15,0,0,0,1,1,2,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
1,4,12,2,PM,0,99,11,PM,PKP PR,0,8,S,1,0,1,1,2,0,0,2,0,1,0,0,15,0,2,3,0,0,0,0,0
1,4,12,1,Rabka Zdrój,13,0,6,MP,Rabka hospital,0,17,0,0,0,1,1,2,0,0,3,0,1,0,0,3,4,2,3,2,0,0,0,0
1,4,12,1,Rzeszów,188,3,9,PK,0,healthcare,17,0,0,0,4,4,4,0,110,3,0,3,0,0,1,0,1,2,2,0,0,0,0
1,4,12,1,Szczecin,405,3,16,ZP,PKP PR,0,8,S,1,0,1,1,2,0,300,3,0,3,0,0,10,15,2,2,1,0,0,0,0
2,5,1,1,Częstochowa,227,0,12,SL,0,0,17,S,1,0,1,1,2,0,40,3,0,3,2,0,5,8,1,2,1,0,0,0,0
1,5,1,1,Dębica,46,0,9,PK,Igloopol,0,8,S80,0,0,1,1,2,0,200,3,0,3,1,0,2,11,1,2,1,0,0,0,0
3,5,1,1,Dębica,46,0,9,PK,Igloopol,0,8,S80,0,0,1,1,2,0,120,4,0,1,8,0,11,12,1,4,0,0,0,0,0
5,5,1,1,Gdańsk,464,3,11,PM,SKM,0,8,0,0,0,1,1,2,0,0,2,0,1,1,0,4,0,2,3,1,0,0,0,0
2,5,1,2,Gdańsk,464,3,11,PM,SKM,0,8,0,0,0,1,1,2,0,0,2,0,1,0,0,4,0,2,3,1,0,0,0,0
1,5,1,1,Giżycko,29,0,14,WM,Intermarche,0,7,0,0,0,1,1,4,0,11,7,0,9,0,0,11,14,2,3,0,0,0,0,0
1,5,1,1,Konin,76,0,15,WL,0,nurses,17,0,0,0,1,1,4,0,0,4,0,4,5,0,1,0,1,4,1,0,0,0,0
1,5,1,1,Lublin,340,3,3,LL,Lublin child,0,17,0,0,0,1,1,4,0,80,5,0,1,0,0,1,0,1,3,1,0,0,0,0
19,5,1,1,PL,0,99,97,PL,PKP,0,8,S,1,0,7,7,2,0,1500,2,4,6,1,0,2,15,2,1,3,0,0,0,0
2,5,1,1,PL,0,99,97,PL,Telekomunikacja Polska,0,10,S,1,0,1,1,2,0,500,3,0,1,0,0,10,0,2,4,0,0,0,0,0
3,5,1,1,Poznań,542,3,15,WL,Kaufland,0,7,0,0,0,1,1,4,0,9,7,0,9,0,0,11,14,1,3,3,0,0,0,0
17,5,1,1,Starachowice,49,0,13,SK,0,0,17,0,0,0,1,1,2,0,8,6,3,1,7,0,1,20,2,1,2,0,0,0,1
1,5,2,1,Dębica,46,0,9,PK,Igloopol,0,8,S80,0,0,1,1,2,0,300,3,0,3,1,0,2,11,1,4,1,0,0,0,0
5,5,2,1,Gorzów,124,3,15,LS,0,0,17,S,1,0,1,1,2,0,50,4,6,1,8,0,3,12,2,3,1,0,0,0,0
1,5,2,1,Katowice,298,3,12,SL,KHW,0,2,0,0,0,1,1,2,0,0,4,0,1,5,0,1,0,1,3,1,0,0,0,0
1,5,2,1,Lublin,340,3,3,LL,0,emergency,17,PIP,0,0,1,1,2,0,0,7,0,9,0,0,1,0,1,3,2,0,0,0,0
3,5,2,1,Łódź,697,3,5,LO,ŁKS,0,18,0,0,0,1,1,4,0,4,5,0,1,0,0,11,0,1,3,2,0,0,0,0
5,5,2,1,Myślenice,18,0,6,MP,0,nurses,17,PIP / S,1,0,1,1,2,0,100,4,6,1,5,0,11,0,1,3,2,0,0,0,0
14,5,2,1,PL,0,99,97,PL,0,radiology,17,0,0,0,0,1,1,0,0,5,0,1,1,0,20,0,2,1,1,0,0,0,0
1,5,2,2,PL,0,99,97,PL,PKP,0,8,S,1,0,0,1,2,0,0,2,0,0,0,0,2,15,2,1,1,0,0,0,0
18,5,2,1,PL,0,99,97,PL,0,0,17,S / PIP,1,0,3,3,1,0,60,6,0,5,5,0,20,0,2,1,1,0,0,0,1
65,5,2,1,PL,0,99,97,PL,0,0,17,S / PIP / Samoobrona,1,0,90,90,1,0,0,2,3,1,7,0,20,0,2,1,1,0,0,0,1
1,5,2,2,Poznań,542,3,15,WL,0,0,17,0,0,0,1,1,2,0,0,2,4,1,0,0,15,0,2,2,0,0,0,0,0
1,5,2,1,Rzeszów,188,3,9,PK,RZE,0,4,0,0,0,1,1,2,0,400,3,0,3,0,0,2,10,2,2,1,0,0,0,0
11,5,2,1,Skarżysko Kamienna,47,0,13,SK,0,0,17,0,0,0,1,1,2,0,0,4,0,1,7,0,1,20,2,1,0,0,0,0,1
1,5,2,1,Tarnowskie Góry,61,0,12,SL,PKP,0,8,0,0,0,1,1,2,0,0,3,4,6,1,0,1,10,1,3,0,0,0,0,0
1,5,2,1,Warszawa,1754,3,7,MZ,Warszawa Praski,0,17,S / PIP,1,0,1,1,2,0,0,2,3,1,1,0,15,0,1,2,0,0,0,0,0
1,5,2,1,Włocławek,113,0,2,KP,0,nurses,17,PIP,0,0,1,1,1,0,5,6,0,5,0,0,20,0,2,1,1,0,0,0,0
1,5,2,1,Zamość,65,0,3,LL,Hetman,0,18,0,0,0,1,1,4,0,0,4,0,1,5,0,11,0,2,3,3,0,0,0,0
1,5,3,1,Białystok,297,3,10,PD,0,0,17,0,0,0,1,1,2,0,15,3,0,3,0,0,15,0,1,2,2,0,0,0,0
1,5,3,1,Bydgoszcz,355,3,2,KP,Biedronka,0,7,0,0,0,1,1,4,0,7,7,0,9,0,0,11,14,1,3,3,0,0,0,0
11,5,3,1,Gorzów,124,3,15,LS,0,0,17,0,0,0,1,1,2,0,7,6,0,1,6,0,3,4,2,2,0,0,0,0,0
3,5,3,1,Gorzów,124,3,15,LS,0,0,17,S,1,0,1,1,2,6,400,3,0,3,0,0,3,4,2,2,2,0,0,0,0
1,5,3,1,Katowice,298,3,12,SL,Bieruń mine,0,2,0,0,0,1,1,2,0,0,2,0,1,1,0,1,0,1,3,3,0,0,0,0
5,5,3,1,Katowice,298,3,12,SL,Mittel Steel,0,3,0,0,0,1,1,2,0,500,3,4,1,5,0,14,15,2,3,0,0,0,0,0
3,5,3,1,Katowice,298,3,12,SL,Katowice Śniadeckiego,0,17,0,0,0,1,1,2,0,0,2,0,1,5,0,11,15,2,2,0,0,0,0,0
1,5,3,1,Kraków,765,3,6,MP,Sendzimir foundry,0,3,S,1,0,1,1,2,0,4,6,0,1,7,0,10,0,2,3,3,0,0,0,0
2,5,3,1,Lublin,340,3,3,LL,MPK Lublin,0,8,0,0,0,1,1,2,0,0,3,0,1,0,0,2,3,2,2,1,0,0,0,0
2,5,3,1,PL,0,99,97,PL,0,nurses,17,0,0,0,0,1,1,0,0,2,0,1,5,0,20,0,2,1,0,0,0,0,0
2,5,3,1,Płock,121,0,7,MZ,Sphinx,0,9,0,0,0,1,1,4,0,0,7,0,0,0,0,11,0,1,3,3,0,0,0,0
1,5,3,1,Supraśl,5,0,10,PD,Cherrywood,0,3,0,0,0,1,1,4,0,30,4,0,1,0,0,11,0,1,3,0,0,0,0,0
2,5,3,1,Tychy,128,0,12,SL,Isuzu,0,3,S,1,0,1,1,2,0,125,3,0,1,0,0,10,0,2,3,0,0,0,0,1
1,5,3,1,Warszawa,1754,3,7,MZ,99,99,99,0,0,0,1,1,7,0,1000,8,0,5,0,manifa,14,99,1,5,0,0,0,0,0
2,5,4,1,Gdańsk,464,3,11,PM,Real,0,7,S,1,0,1,1,2,0,0,8,0,1,0,0,14,0,1,5,3,0,0,0,0
2,5,4,1,Gliwice,182,0,12,SL,PKM Gliwice,0,8,0,0,0,1,1,2,0,5,6,0,1,5,0,4,5,1,3,0,0,0,0,0
2,5,4,1,Gorzów,124,3,15,LS,0,0,17,S,1,0,1,1,2,0,0,4,0,1,54,0,3,12,2,3,1,0,0,0,0
3,5,4,1,Katowice,298,3,12,SL,Katowice Śniadeckiego,0,17,0,0,0,1,1,4,0,0,4,0,1,5,0,12,0,2,3,3,0,0,0,0
24,5,4,1,PL,0,99,97,PL,Telekomunikacja Polska,0,10,0,0,0,7,7,2,0,1500,2,3,1,1,0,10,0,2,3,3,0,0,0,0
11,5,4,1,PL,0,99,97,PL,Poczta Polska,0,8,OPZZ / S,1,0,1,1,2,0,70,4,6,1,3,0,2,8,2,1,2,0,0,0,0
19,5,4,1,PL,0,99,97,PL,Poczta Polska,0,8,OPZZ / S,1,0,0,1,2,0,10000,2,3,1,1,0,2,8,2,1,2,0,0,0,0
11,5,4,1,PL,0,99,97,PL,Telekomunikacja Polska,0,10,S,1,0,1,1,2,0,13,6,0,1,7,0,10,0,2,3,3,0,0,0,0
1,5,4,1,Poznań,542,3,15,WL,Bridgestone,0,3,IP,0,0,1,1,2,0,0,3,0,4,0,0,10,11,1,3,3,0,0,0,0
8,5,4,1,Poznań,542,3,15,WL,Poznań ZNTK,0,7,S,1,0,1,1,2,0,300,2,0,1,1,0,11,0,1,3,3,0,0,0,0
1,5,5,1,Gdańsk,464,3,11,PM,Gdańsk shipyard,0,3,S,1,0,1,1,2,0,0,3,0,1,0,0,3,0,2,3,0,0,0,0,0
2,5,5,1,Janikowo,9,0,2,KP,Janikowo sugar mill,0,3,0,0,0,1,1,4,6,200,2,4,1,5,0,12,0,2,3,2,0,0,0,0
1,5,5,1,Kraków,765,3,6,MP,0,0,16,0,0,0,3,3,4,0,0,7,0,0,0,0,11,0,1,2,1,0,0,0,0
1,5,5,2,LO,0,99,5,LO,PKP,0,8,S,1,0,0,1,2,0,0,2,0,0,0,0,15,0,1,3,1,0,0,0,0
1,5,5,1,Mielec,61,0,9,PK,PZL,0,3,S,1,0,1,1,2,0,325,2,0,1,0,0,11,0,1,3,1,0,0,0,0
2,5,5,1,PD,0,0,10,PD,PKS PD,0,8,S,1,0,4,4,2,0,0,2,0,1,3,0,8,10,2,3,3,0,0,0,0
2,5,5,1,PL,0,99,97,PL,99,99,99,OPZZ / SR80 / SLD / SdPL,0,0,1,1,1,8,4000,3,0,1,0,0,1,16,1,1,0,0,0,0,0
1,5,5,1,Płock,121,0,7,MZ,99,99,99,SLD / UP / PPS,0,0,1,1,8,0,400,8,0,5,0,labour day,99,0,1,5,0,0,0,0,0
1,5,5,2,PM,0,99,11,PM,PKP,0,8,0,0,0,0,1,2,0,0,2,0,0,0,0,15,0,1,3,1,0,0,0,0
1,5,5,1,Poznań,542,3,15,WL,Poznań ZNTK,0,7,S,1,0,1,1,2,0,300,2,0,1,1,0,11,0,1,3,3,0,0,0,0
1,5,5,2,Poznań,542,3,15,WL,Poznań ZNTK,0,7,S,1,0,1,1,2,0,0,2,0,1,1,0,11,0,1,3,3,0,0,0,0
1,5,5,1,Stalowa Wola,63,0,9,PK,Stalowa Wola foundry,0,3,S,1,0,1,1,2,0,2250,3,0,1,0,0,10,0,2,3,3,0,0,0,0
2,5,5,1,Stalowa Wola,63,0,9,PK,Stalowa Wola foundry,0,3,S,1,0,1,1,2,0,0,2,0,1,0,0,10,0,2,3,3,0,0,0,0
1,5,5,1,Zamość,65,0,3,LL,Hetman,0,18,0,0,0,1,1,4,0,20,2,0,1,3,0,11,0,1,3,1,0,0,0,0
5,5,6,1,Białystok,297,3,10,PD,Polmos,0,3,S,1,0,2,2,2,0,200,2,0,2,1,0,8,0,2,1,1,0,0,0,0
8,5,6,1,Białystok,297,3,10,PD,Polmos,0,3,S,1,0,2,2,2,0,200,2,3,2,2,0,8,0,2,1,1,0,0,0,0
2,5,6,1,Janikowo,9,0,2,KP,Janikowo sugar mill,0,3,0,0,0,1,1,4,6,200,3,0,1,0,0,12,0,2,3,3,0,0,0,0
1,5,6,1,Łańcut,18,0,9,PK,Polmos Łańcut,0,3,0,0,0,1,1,4,0,120,3,0,2,0,0,9,0,1,1,3,0,0,0,0
1,5,6,1,Łódź,697,3,5,LO,Piccadilly,0,3,0,0,0,1,1,4,0,30,4,0,1,2,0,11,0,1,3,3,0,0,0,0
2,5,6,1,Łódź,697,3,5,LO,Radio Łódź,0,10,0,0,0,1,1,2,0,0,4,0,1,1,0,1,3,1,3,3,0,0,0,0
1,5,6,1,Łódź,697,3,5,LO,Łódź Jordan,0,17,0,0,0,1,1,2,0,0,3,0,3,0,0,12,0,2,2,1,0,0,0,0
1,5,6,1,Malczyce,3,0,1,DS,Malczyce sugar mill,0,3,0,0,0,1,1,4,6,50,3,0,3,0,0,12,0,2,2,1,0,0,0,0
1,5,6,1,Ostrów Wielkopolski,73,0,15,WL,0,cleaning staff,14,0,0,0,1,1,4,0,10,6,0,1,5,0,11,0,1,3,1,0,0,0,0
5,5,6,1,PL,0,99,97,PL,PKP,0,8,S,1,0,16,16,2,0,1600,3,0,3,1,0,3,8,2,1,0,0,0,0,0
5,5,6,2,PL,0,99,97,PL,PKP,0,8,S,1,0,0,1,2,0,0,2,0,0,0,0,3,8,2,1,0,0,0,0,0
6,5,6,2,Płock,121,0,7,MZ,Orlen,0,3,0,0,0,12,12,2,0,1600,2,0,1,0,0,10,0,2,3,0,0,0,0,0
3,5,6,1,Płock,121,0,7,MZ,Orlen,0,3,S,1,0,12,12,2,0,500,3,0,1,0,0,10,0,2,3,0,0,0,0,0
2,5,6,1,Poznań,542,3,15,WL,Poznań ZNTK,0,7,S,1,0,1,1,2,0,300,2,3,1,1,0,11,0,1,3,3,0,0,0,0
4,5,6,1,Poznań,542,3,15,WL,Poznań ZNTK,0,7,S,1,0,1,1,2,0,500,3,0,1,0,0,11,0,1,3,3,0,0,0,0
2,5,6,1,Stalowa Wola,63,0,9,PK,Stalowa Wola foundry,0,3,S,1,0,1,1,2,0,0,3,0,2,0,0,2,12,2,1,0,0,0,0,0
1,5,6,2,Wrocław,638,3,1,DS,Wrocław Babiński,0,17,S,1,0,0,1,2,0,0,2,0,0,0,0,12,0,2,3,0,0,0,0,0
1,5,7,1,Białystok,297,3,10,PD,0,0,17,0,0,0,1,1,2,3,0,3,7,4,0,0,15,0,1,2,0,0,0,0,0
2,5,7,1,Bydgoszcz,355,3,2,KP,SuperPrice,0,7,0,0,0,2,2,4,0,80,7,0,9,99,0,11,14,1,3,3,0,0,0,0
1,5,7,1,Kraków,765,3,6,MP,Kraków Lea,0,17,0,0,0,1,1,2,0,0,6,0,1,2,0,12,0,2,2,1,0,0,0,0
1,5,7,1,Łódź,697,3,5,LO,Łódź Rodziny,0,17,0,0,0,1,1,4,6,0,3,0,5,0,0,12,0,2,2,3,0,0,0,0
5,5,7,1,PL,0,99,97,PL,PGNiG,0,4,0,0,0,0,1,2,0,,2,0,1,1,0,9,0,1,1,0,0,0,0,0
10,5,7,1,PL,0,99,97,PL,0,mining,2,S,1,0,1,1,1,0,7500,4,0,2,0,0,16,0,2,1,0,1,1,0,0
11,5,7,1,Poznań,542,3,15,WL,Poznań ZNTK,0,7,S,1,0,1,1,2,0,500,2,3,1,7,0,4,11,1,3,1,0,0,0,0
2,5,8,1,Bydgoszcz,355,3,2,KP,0,nurses,17,PIP,0,0,0,1,2,0,50,3,0,3,0,0,1,20,2,2,3,0,0,0,0
4,5,8,1,Bytom,170,0,12,SL,GOP,0,8,S,1,0,1,1,2,0,50,3,6,1,5,0,10,0,2,3,1,0,0,0,0
1,5,8,2,Częstochowa,227,0,12,SL,Częstochowa foundry,0,3,0,0,0,1,1,2,0,0,3,0,1,0,0,11,0,1,3,1,0,0,0,0
1,5,8,1,Gdańsk,464,3,11,PM,Gdańsk shipyard,0,3,S,1,0,1,1,2,0,0,3,8,1,0,0,14,0,2,3,0,0,0,0,0
2,5,8,1,Gdańsk,464,3,11,PM,Gdańsk shipyard,0,3,S,1,0,1,1,2,0,300,3,8,1,0,0,3,9,2,3,0,1,0,0,0
2,5,8,1,Jędrzejów,15,0,13,SK,0,0,17,0,0,0,1,1,4,0,12,7,0,1,0,0,1,14,1,3,3,0,0,0,0
5,5,8,1,LS,0,99,4,LS,0,0,17,0,0,0,3,3,2,3,300,4,0,6,1,0,2,15,2,4,0,0,0,0,0
2,5,8,1,PD,0,0,10,PD,PKP,0,8,S,1,0,0,1,2,0,0,3,4,3,0,0,2,15,2,2,2,0,0,0,0
4,5,8,1,PL,0,99,97,PL,Tesco,0,7,IP / FA,0,0,4,4,2,7,0,3,0,1,0,0,6,10,2,3,3,0,0,1,0
2,5,8,1,Szczecin,405,3,16,ZP,Polmo,0,3,S80,0,0,1,1,2,0,30,2,0,1,4,0,11,0,1,3,1,0,0,0,0
1,5,9,1,Bydgoszcz,355,3,2,KP,Biedronka,0,7,0,0,0,1,1,3,0,3,7,0,1,0,0,11,0,1,3,3,0,0,0,0
2,5,9,2,Jastrzębie Zdrój,90,0,12,SL,0,0,17,S,1,0,1,1,2,0,50,4,0,1,0,0,1,4,1,3,3,0,0,0,0
1,5,9,2,Police,33,0,16,ZP,0,0,17,PIP,0,0,1,1,2,0,0,1,0,1,0,0,4,0,1,3,3,0,0,0,0
21,5,9,1,Poznań,542,3,15,WL,Wyborowa,0,3,0,0,0,1,1,2,0,100,3,6,1,7,0,5,10,2,3,1,0,0,0,0
1,5,9,1,Poznań,542,3,15,WL,Kaufland,0,7,IP,0,0,1,1,2,7,0,3,0,1,0,0,3,99,1,3,3,0,0,0,0
2,5,9,1,SL,0,99,12,SL,0,0,17,S,1,0,0,1,2,0,200,3,0,2,0,0,15,0,1,1,0,0,0,0,0
1,5,9,1,Szczecin,405,3,16,ZP,Szczecin Arkońska,0,17,PIP,0,0,1,1,2,0,60,2,0,1,1,0,1,0,1,3,2,0,0,0,0
1,5,9,1,Świebodzin,22,0,4,LS,0,0,17,0,0,0,1,1,4,0,100,3,0,3,0,0,4,0,1,2,2,0,0,0,0
2,5,9,2,WM,0,99,14,WM,0,0,17,0,0,0,0,1,2,3,0,1,0,3,0,0,15,0,1,2,1,0,0,0,0
2,5,10,1,Bielsko Biała,172,0,12,SL,Fiat GM,0,3,S,1,0,1,1,2,0,300,3,0,1,0,0,1,14,1,3,2,0,0,1,0
2,5,10,1,Gdańsk,464,3,11,PM,Stella Maris,0,10,0,0,0,1,1,4,0,50,7,0,1,0,0,11,0,1,3,1,0,0,0,0
1,5,10,1,Gostyń,20,0,15,WL,Kania Gostyń,0,18,0,0,0,1,1,4,0,0,2,0,1,5,0,11,0,1,3,0,0,0,0,0
1,5,10,1,Wrocław,638,3,1,DS,Polar Wrocław,0,18,0,0,0,1,1,4,0,0,2,0,1,4,0,11,0,1,3,0,0,0,0,0
3,5,10,2,ZP,0,99,16,ZP,Dolna Odra power plant,0,4,0,0,0,1,1,2,0,0,2,0,1,0,0,8,0,2,1,0,0,0,0,0
1,5,11,1,Katowice,298,3,12,SL,Budryk mine,0,2,S / SR80,1,0,1,1,2,0,0,6,0,1,5,0,1,0,1,3,3,0,0,0,0
8,5,11,2,Katowice,298,3,12,SL,Budryk mine,0,2,S / SR80,1,0,1,1,2,0,0,2,0,1,0,0,1,0,1,3,3,0,0,0,0
4,5,11,1,Katowice,298,3,12,SL,Budryk mine,0,2,SR80,0,0,1,1,2,0,0,2,0,1,1,0,1,0,1,3,3,0,0,0,0
3,5,11,1,Kielce,198,3,13,SK,Justus,0,14,0,0,0,1,1,4,0,6,7,0,0,0,0,6,10,2,3,3,0,0,0,0
4,5,11,1,PD,0,0,10,PD,0,emergency,17,S,1,0,3,3,2,0,11,6,0,1,4,0,4,15,2,2,1,0,0,0,0
1,5,11,1,Płońsk,22,0,7,MZ,LU,0,3,S / S80,1,0,1,1,2,0,0,3,0,1,1,0,10,0,2,3,2,0,0,0,0
1,5,11,2,Police,33,0,16,ZP,0,0,17,PIP,0,0,1,1,2,0,0,2,0,1,1,0,11,0,1,3,1,0,0,0,0
